page,previous_clicks,current_clicks,delta,previous_impressions,current_impressions,previous_position,current_position
https://haldefiyat.com/firmalar?page=6,0,0,0,27,7,12.962962962962964,17.428571428571427
https://haldefiyat.com/fiyat/izmir/salatalik,0,0,0,0,30,,5.166666666666667
https://haldefiyat.com/urun/deniz-borulcesi-kg,0,0,0,19,18,6.684210526315789,9.777777777777779
https://haldefiyat.com/fiyat/kocaeli/kayisi,0,0,0,0,3,,2.666666666666667
https://haldefiyat.com/urun/semizotu,1,1,0,55,49,6.418181818181818,7.122448979591836
https://haldefiyat.com/fiyat/eskisehir/kayisi,0,0,0,0,3,,6.666666666666667
https://haldefiyat.com/firmalar?city=mersin,0,0,0,9,0,8.777777777777779,
https://haldefiyat.com/hal/tekirdag-hal,1,1,0,76,46,6.828947368421052,6.239130434782608
https://haldefiyat.com/fiyat/yalova/elma,0,0,0,0,5,,9
https://haldefiyat.com/api/v1/prices/export?format=csv&product=karpuz-cekirdeksiz&range=7d,0,0,0,0,1,,16
https://haldefiyat.com/fiyat/istanbul/bogurtlen,0,0,0,0,80,,6.375
https://haldefiyat.com/api/v1/prices/weekly-summary?week=2026-M07,0,0,0,2,1,8,8
https://haldefiyat.com/urun/yaprak-salamura,0,0,0,15,49,8.133333333333333,7.918367346938775
https://haldefiyat.com/analiz/temmuz-2-hafta-2026-hal-raporu,0,0,0,1,0,9,
https://haldefiyat.com/firmalar?view=list&page=6,0,0,0,9,2,8.333333333333332,8.5
https://haldefiyat.com/api/v1/prices?product=barbunya,0,0,0,3,2,8,7
https://haldefiyat.com/api/v1/prices/weekly-summary?week=ZY-2526,0,0,0,0,1,,6
https://haldefiyat.com/fiyat/bursa/ahududu,0,0,0,0,44,,10.727272727272727
https://haldefiyat.com/fiyat/eskisehir/muz-yerli,0,0,0,1,5,7,7
https://haldefiyat.com/fiyat/kutahya/karpuz,0,0,0,0,10,,7.3
https://haldefiyat.com/analiz/temmuz-2026-aylik-hal-raporu,0,0,0,2,3,5.5,4.666666666666666
https://haldefiyat.com/urun/limon-lamas,0,0,0,37,34,8.054054054054054,9.235294117647058
https://haldefiyat.com/fiyat/bursa/kavun,0,0,0,0,31,,10.32258064516129
https://haldefiyat.com/fiyat/kayseri/limon,0,0,0,0,5,,6.2
https://haldefiyat.com/fiyat/yalova/fasulye,0,0,0,0,8,,7.125
https://haldefiyat.com/analiz/nar-fiyatlari-2026-sezon-acilisi-acilisi-analizi,0,0,0,1,2,1,1
https://haldefiyat.com/urun/dere-otu,0,0,0,28,34,5.821428571428571,7.588235294117647
https://haldefiyat.com/fiyat/denizli/kiraz,0,0,0,0,13,,27.76923076923077
https://haldefiyat.com/fiyat/denizli/uzum,0,0,0,0,75,,6.226666666666667
https://haldefiyat.com/fiyat/bursa/bogurtlen,0,0,0,0,11,,6.7272727272727275
https://haldefiyat.com/firmalar?city=antalya&page=1,0,0,0,30,7,17.966666666666665,10
https://haldefiyat.com/fiyat/kayseri/kiraz,0,0,0,0,2,,8.5
https://haldefiyat.com/fiyat/istanbul/karpuz,0,0,0,0,64,,12.390625
https://haldefiyat.com/rehber/narenciye,0,0,0,0,19,,7.7894736842105265
https://haldefiyat.com/analiz/temmuz-4-hafta-2026-hal-raporu,0,0,0,2,3,7,5.666666666666667
https://haldefiyat.com/fiyat/manisa/sarimsak-kuru,0,0,0,0,8,,21.125
https://haldefiyat.com/fiyat/denizli/erik,0,0,0,0,11,,12.818181818181818
https://haldefiyat.com/fiyat/bursa/kiraz,0,0,0,0,5,,20.2
https://haldefiyat.com/rehber/sonbahar-meyveleri,0,0,0,0,3,,7.333333333333333
https://haldefiyat.com/fiyat/bursa/sarimsak-kuru,0,0,0,0,9,,4.444444444444445
https://haldefiyat.com/firmalar?city=antalya&type=komisyoncu&page=2,0,0,0,11,3,13.818181818181818,8
https://haldefiyat.com/urun/marul-gobekli,2,2,0,69,44,8,8.431818181818182
https://haldefiyat.com/fiyat/gaziantep/elma,0,0,0,0,23,,6.565217391304348
https://haldefiyat.com/fiyat/kutahya/patates,0,0,0,0,16,,5.0625
https://haldefiyat.com/fiyat/istanbul/kiraz,0,0,0,0,23,,12.782608695652174
https://haldefiyat.com/rehber/recel,0,0,0,1,1,1,10
https://haldefiyat.com/fiyat/trabzon/domates,0,0,0,0,51,,8.784313725490197
https://haldefiyat.com/firmalar?city=antalya&view=list&page=2,0,0,0,9,0,34.888888888888886,
https://haldefiyat.com/fiyat/kayseri/karpuz,0,0,0,0,14,,5.857142857142857
https://haldefiyat.com/yazar/haldefiyat-veri-ekibi,0,0,0,2,3,2,5.666666666666667
https://haldefiyat.com/fiyat/kutahya/kavun,0,0,0,1,7,8,7.571428571428571
https://haldefiyat.com/urun/asma-yapragi,0,0,0,32,29,8.09375,7.9655172413793105
https://haldefiyat.com/analiz/temmuz-3-hafta-2026-hal-raporu,0,0,0,1,3,5,6
https://haldefiyat.com/api/v1/prices?product=kotek,0,0,0,0,1,,3
https://haldefiyat.com/embed,0,0,0,1,0,5,
https://haldefiyat.com/fiyat/yalova/kayisi,0,0,0,0,4,,3.5
https://haldefiyat.com/fiyat/trabzon/seftali,0,0,0,0,1,,66
https://haldefiyat.com/fiyat/manisa/elma,0,0,0,0,8,,6.5
https://haldefiyat.com/urun/yulaf,0,0,0,106,121,9.38679245283019,8.388429752066116
https://haldefiyat.com/fiyat/kocaeli/cilek,0,0,0,0,13,,8.23076923076923
https://haldefiyat.com/editoryal-politika,0,0,0,1,0,2,
https://haldefiyat.com/fiyat/bursa/kekik,0,0,0,0,9,,18.555555555555557
https://haldefiyat.com/fiyat/eskisehir/patlican,0,0,0,0,11,,12.727272727272727
https://haldefiyat.com/analiz/nar-piyasa-fiyati,0,0,0,0,1,,1
https://haldefiyat.com/analiz/sera-mi-tarla-mi-mevsimsel-fiyat-farki,0,0,0,13,13,5.769230769230769,4.6923076923076925
https://haldefiyat.com/api/v1/prices/export?format=csv&product=domates-organik-salkim&range=7d,0,0,0,0,1,,11
https://haldefiyat.com/urun/maskolin-500-gr,0,0,0,6,7,4.166666666666666,4.714285714285714
https://haldefiyat.com/fiyat/yalova/karpuz,0,0,0,0,6,,7.166666666666667
https://haldefiyat.com/fiyat/manisa/domates,0,0,0,0,53,,6.037735849056604
https://haldefiyat.com/fiyat/trabzon/salatalik,0,0,0,0,8,,8.375
https://haldefiyat.com/firmalar?city=mersin&view=list&page=1,0,0,0,11,18,9.090909090909092,7.333333333333333
https://haldefiyat.com/fiyat/manisa/seftali,0,0,0,0,10,,25.6
https://haldefiyat.com/fiyat/kayseri/sarimsak-kuru,0,0,0,0,5,,6.8
https://haldefiyat.com/fiyat/izmir/nar,0,0,0,0,130,,6.2846153846153845
https://haldefiyat.com/fiyat/istanbul/seftali,0,0,0,0,56,,13.714285714285714
https://haldefiyat.com/fiyat/ankara/karpuz,0,0,0,0,61,,13.819672131147541
https://haldefiyat.com/fiyat/gaziantep/fasulye,0,0,0,0,24,,10.041666666666666
https://haldefiyat.com/fiyat/eskisehir/limon,0,0,0,0,17,,9.058823529411764
https://haldefiyat.com/urun/e-kulak,0,0,0,3,16,7.666666666666667,7.0625
https://haldefiyat.com/urun/salataliik-tursuluk,0,0,0,0,1,,1
https://haldefiyat.com/fiyat/izmir/cilek,0,0,0,0,21,,15.619047619047619
https://haldefiyat.com/firmalar/yalova,1,1,0,63,59,9.492063492063492,8.067796610169491
https://haldefiyat.com/firmalar?city=antalya&type=komisyoncu&view=list&page=3,0,0,0,11,3,26.363636363636363,5.666666666666667
https://haldefiyat.com/analiz/mayis-5-hafta-2026-hal-raporu,0,0,0,3,1,4.333333333333334,9
https://haldefiyat.com/fiyat/bursa/cilek,0,0,0,0,26,,17.923076923076923
https://haldefiyat.com/fiyat/kocaeli/kekik,0,0,0,0,7,,16
https://haldefiyat.com/fiyat/kocaeli/kavun,0,0,0,0,5,,15.8
https://haldefiyat.com/urun/turmeric-zerdecal,0,0,0,3,0,7.333333333333333,
https://haldefiyat.com/fiyat/izmir/elma,0,0,0,0,15,,17.133333333333333
https://haldefiyat.com/fiyat/izmir/limon,0,0,0,0,33,,6.212121212121212
https://haldefiyat.com/api/v1/prices/export?format=csv&product=kabak-yerli&range=7d,0,0,0,4,3,9,7
https://haldefiyat.com/canli-hal-fiyatlari,1,1,0,8,9,3.125,12
https://haldefiyat.com/fiyat/denizli/limon,0,0,0,0,6,,3
https://haldefiyat.com/analiz/agustos-4-hafta-2026-hal-raporu,0,0,0,4,0,6.25,
https://haldefiyat.com/api/v1/prices?product=kayisi,0,0,0,1,0,6,
https://haldefiyat.com/fiyat/kutahya/domates-salcalik,0,0,0,0,1,,5
https://haldefiyat.com/fiyat/adana/fasulye,0,0,0,0,57,,5.9298245614035086
https://haldefiyat.com/api/v1/prices/weekly-summary?week=2026-18,0,0,0,0,1,,3
https://haldefiyat.com/fiyat/trabzon/erik,0,0,0,0,7,,7
https://haldefiyat.com/urun/elma,32,32,0,1395,1792,6.300358422939068,6.071428571428571
https://haldefiyat.com/fiyat/denizli/patates,0,0,0,0,11,,6.090909090909091
https://haldefiyat.com/fiyat/istanbul/patates,0,0,0,0,88,,7.284090909090909
https://haldefiyat.com/fiyat/istanbul/uzum,0,0,0,0,22,,11.545454545454545
https://haldefiyat.com/fiyat/manisa/kayisi,0,0,0,0,4,,7
https://haldefiyat.com/urun/sarpa,0,0,0,0,27,,7.148148148148148
https://haldefiyat.com/fiyat/manisa/limon,0,0,0,0,6,,4.833333333333334
https://haldefiyat.com/fiyat/eskisehir/cilek,0,0,0,0,15,,17.866666666666667
https://haldefiyat.com/fiyat/manisa/kavun,0,0,0,0,17,,27.823529411764707
https://haldefiyat.com/fiyat/adana/mantar-kultur,0,0,0,0,17,,4.705882352941177
https://haldefiyat.com/fiyat/bursa/sogan-kuru,0,0,0,0,31,,6.354838709677419
https://haldefiyat.com/api/v1/prices?city=istanbul&product=domates&limit=5,0,0,0,2,0,10,
https://haldefiyat.com/firmalar?city=mersin&type=komisyoncu&page=4,0,0,0,16,23,7.375,7.608695652173913
https://haldefiyat.com/firmalar?city=istanbul&page=2,0,0,0,5,0,6.6,
https://haldefiyat.com/fiyat/izmir/kayisi,0,0,0,0,8,,3.75
https://haldefiyat.com/fiyatlar?city=adana-hal,0,0,0,1,0,1,
https://haldefiyat.com/fiyat/denizli/kavun,0,0,0,0,26,,7.3076923076923075
https://haldefiyat.com/urun/pirinc,0,0,0,72,69,6.25,6.927536231884058
https://haldefiyat.com/basin,0,0,0,1,0,4,
https://haldefiyat.com/urun/kivircik-marul,0,0,0,1,0,1,
https://haldefiyat.com/fiyat/denizli/kayisi,0,0,0,0,4,,2.75
https://haldefiyat.com/fiyat/gaziantep/cilek,0,0,0,0,29,,16.96551724137931
https://haldefiyat.com/fiyat/eskisehir/salatalik,0,0,0,0,10,,13.2
https://haldefiyat.com/urun/deniz-borulcesi,0,0,0,14,12,5.428571428571429,6
https://haldefiyat.com/kullanim-kosullari,0,0,0,1,0,5,
https://haldefiyat.com/fiyat/bursa/kizilcik,0,0,0,0,192,,9.03125
https://haldefiyat.com/firmalar?city=antalya&view=list&page=3,0,0,0,8,7,25.5,9.285714285714286
https://haldefiyat.com/api/v1/prices/export?format=csv&product=domates-bursa&range=7d,0,0,0,1,0,10,
https://haldefiyat.com/urun/bamya,15,15,0,806,994,6.47394540942928,6.480885311871227
https://haldefiyat.com/firmalar?city=adana&type=komisyoncu&view=list&page=2,0,0,0,4,19,8.5,9.631578947368421
https://haldefiyat.com/fiyat/trabzon/kiraz,0,0,0,0,11,,53.09090909090909
https://haldefiyat.com/fiyat/kutahya/limon,0,0,0,0,7,,11.857142857142858
https://haldefiyat.com/metodoloji,0,0,0,3,1,5.333333333333333,9
https://haldefiyat.com/fiyat/manisa/salatalik,0,0,0,0,8,,7
https://haldefiyat.com/firmalar?city=adana&view=list&page=2,0,0,0,15,3,12.266666666666667,22.333333333333332
https://haldefiyat.com/urun/pakchoi,0,0,0,5,5,6,6
https://haldefiyat.com/fiyat/kocaeli/karpuz,0,0,0,0,15,,7.066666666666666
https://haldefiyat.com/api/v1/prices?product=kiraz-yerli,0,0,0,1,0,38,
https://haldefiyat.com/api/v1/prices/export?format=csv&product=pisi-deniz&range=7d,0,0,0,0,1,,8
https://haldefiyat.com/api/v1/prices?market=istanbul-hal-ibb,0,0,0,1,0,9,
https://haldefiyat.com/urun/pshalis-guvey-feneri,0,0,0,19,22,6.315789473684211,6.863636363636363
https://haldefiyat.com/firmalar?city=balikesir,0,0,0,0,13,,7.538461538461538
https://haldefiyat.com/analiz/mayis-3-hafta-2026-hal-raporu,0,0,0,0,3,,3.3333333333333335
https://haldefiyat.com/analiz/haziran-2026-aylik-hal-raporu,1,1,0,29,14,9.137931034482758,7
https://haldefiyat.com/api/v1/prices?product=salatalik-tursu,0,0,0,1,1,32,11
https://haldefiyat.com/urun/greyfurt,3,3,0,148,118,5.581081081081081,5.220338983050848
https://haldefiyat.com/api/v1/prices/export?format=csv&product=fasulye-taze-ayse-kadin&range=7d,0,0,0,0,1,,6
https://haldefiyat.com/api/v1/prices/export?format=csv&product=fasulye-barbunya&range=7d,0,0,0,1,0,9,
https://haldefiyat.com/api/v1/prices/export?format=csv&product=uzum-red-globe-ithal&range=7d,0,0,0,2,0,3,
https://haldefiyat.com/uyarilar,0,0,0,1,2,7,3.5
https://haldefiyat.com/urun/yer-elmasi,0,0,0,37,14,8.621621621621621,5.785714285714286
https://haldefiyat.com/fiyat/yalova/muz-yerli,0,0,0,0,5,,7
https://haldefiyat.com/rehber/salca-konserve,0,0,0,21,5,8.857142857142858,6
https://haldefiyat.com/fiyat/eskisehir/seftali,0,0,0,0,3,,29
https://haldefiyat.com/urun/kavun-galya,0,0,0,25,9,6.68,4.333333333333334
https://haldefiyat.com/fiyat/kayseri/seftali,0,0,0,0,9,,5.222222222222222
https://haldefiyat.com/analiz/zeytinyagi-ihracati-coktu-ic-fiyat-yukseldi,0,0,0,50,37,7.44,6.648648648648648
https://haldefiyat.com/fiyat/trabzon/fasulye,0,0,0,0,41,,7.365853658536586
https://haldefiyat.com/fiyat/kutahya/mantar-kultur,0,0,0,0,10,,12.6
https://haldefiyat.com/fiyat/kayseri/bogurtlen,0,0,0,0,22,,8.5
https://haldefiyat.com/fiyat/bursa/elma,0,0,0,0,11,,16.545454545454547
https://haldefiyat.com/fiyat/istanbul/limon,0,0,0,0,61,,8.59016393442623
https://haldefiyat.com/fiyat/istanbul/muz-yerli,0,0,0,0,27,,5.185185185185185
https://haldefiyat.com/analiz/mayis-4-hafta-2026-hal-raporu,0,0,0,14,25,6.142857142857143,6
https://haldefiyat.com/ilanlar,0,0,0,2,1,11,8
https://haldefiyat.com/api/v1/prices/weekly-summary?week=2026-W32,0,0,0,0,1,,10
https://haldefiyat.com/api/v1/prices/export?format=csv&product=torik&range=7d,0,0,0,0,1,,8
https://haldefiyat.com/urun/turp-findik,1,1,0,12,15,5.25,6.733333333333333
https://haldefiyat.com/fiyat/kutahya/kiraz,0,0,0,0,3,,4.666666666666666
https://haldefiyat.com/firmalar?city=aydin,0,0,0,9,11,8.333333333333332,8.09090909090909
https://haldefiyat.com/fiyat/manisa/cilek,0,0,0,0,6,,46.5
https://haldefiyat.com/fiyat/bursa/k%C4%B1z%C4%B1lc%C4%B1k,0,0,0,0,1,,1
https://haldefiyat.com/urun/yaban-mersini-kg,3,3,0,138,112,7.9855072463768115,8.214285714285715
https://haldefiyat.com/firmalar?city=mersin&view=list&page=4,0,0,0,15,0,9,
https://haldefiyat.com/rapor/yillik/2022,0,0,0,0,1,,1
https://haldefiyat.com/fiyat/trabzon/patlican,0,0,0,0,5,,22.8
https://haldefiyat.com/api/v1/prices?product=barbunya-taze,0,0,0,2,1,8.5,35
https://haldefiyat.com/fiyat/konya/muz-yerli,0,0,0,0,5,,6.8
https://haldefiyat.com/fiyat/konya/mantar-kultur,0,0,0,0,46,,6.891304347826087
https://haldefiyat.com/urun/tere,0,0,0,14,23,4.928571428571429,4.6521739130434785
https://haldefiyat.com/api-policy,0,0,0,0,1,,2
https://haldefiyat.com/fiyat/konya/nar,0,0,0,0,27,,8.592592592592592
https://haldefiyat.com/firmalar/elazig,35,35,0,636,450,6.031446540880503,6.275555555555556
https://haldefiyat.com/api/v1/prices?product=fasulye-barbunya,0,0,0,1,2,66,8.5
https://haldefiyat.com/fiyat/yalova/erik,0,0,0,0,2,,4
https://haldefiyat.com/fiyat/denizli/salatalik,0,0,0,0,16,,16.875
https://haldefiyat.com/urun/armut,6,6,0,219,318,5.776255707762557,6.377358490566038
https://haldefiyat.com/hal,0,0,0,3,2,8.666666666666668,6
https://haldefiyat.com/firmalar?city=adana&page=2,0,0,0,28,17,8.464285714285715,8
https://haldefiyat.com/firmalar?city=antalya&type=komisyoncu&view=list&page=2,0,0,0,17,5,11.294117647058824,19.4
https://haldefiyat.com/fiyat/kayseri/ahududu,0,0,0,0,12,,7.75
https://haldefiyat.com/urun/nane,3,3,0,146,126,7.239726027397261,5.150793650793651
https://haldefiyat.com/fiyat/denizli/muz-yerli,0,0,0,0,14,,23.785714285714285
https://haldefiyat.com/firmalar?city=antalya&page=4,0,0,0,6,11,6,7.545454545454546
https://haldefiyat.com/api/v1/prices/weekly-summary?week=2026-21,0,0,0,0,1,,9
https://haldefiyat.com/fiyat/izmir/sarimsak-kuru,0,0,0,0,18,,5.277777777777778
https://haldefiyat.com/firmalar?city=mersin&type=komisyoncu&page=5,0,0,0,38,27,9.31578947368421,8.333333333333332
https://haldefiyat.com/firmalar?page=3,0,0,0,33,0,8.242424242424242,
https://haldefiyat.com/urun/pomelo,0,0,0,4,4,7,5.25
https://haldefiyat.com/urun/cavdar,1,1,0,124,97,7.838709677419355,7.711340206185567
https://haldefiyat.com/fiyat/ankara/muz-yerli,0,0,0,0,21,,13.238095238095237
https://haldefiyat.com/fiyat/kutahya/mandalina,0,1,1,0,66,,10.121212121212121
https://haldefiyat.com/fiyat/konya/karpuz,0,1,1,0,16,,7.875
https://haldefiyat.com/fiyat/konya/uzum,0,1,1,0,36,,4.916666666666666
https://haldefiyat.com/fiyat/bursa/fasulye,0,1,1,0,68,,6.6911764705882355
https://haldefiyat.com/firmalar?city=konya&page=2,0,1,1,81,81,9.88888888888889,9.283950617283951
https://haldefiyat.com/fiyat/bursa/uzum,0,1,1,0,19,,10.631578947368421
https://haldefiyat.com/firmalar?city=aydin&view=card,0,1,1,0,8,,9.625
https://haldefiyat.com/fiyat/izmir/domates,0,1,1,0,45,,9
https://haldefiyat.com/urun/salatalik-silor,1,2,1,80,62,5.225,4.887096774193548
https://haldefiyat.com/firmalar/denizli,4,5,1,124,118,8.298387096774194,8.864406779661017
https://haldefiyat.com/fiyat/eskisehir/sogan-kuru,0,1,1,0,63,,6.365079365079365
https://haldefiyat.com/fiyat/kayseri/fasulye,0,1,1,0,33,,6.484848484848484
https://haldefiyat.com/urun/endivyen,0,1,1,5,8,4.4,4.375
https://haldefiyat.com/fiyat/kayseri/salatalik,0,1,1,0,25,,7.08
https://haldefiyat.com/fiyat/trabzon/limon,0,1,1,0,2,,3.5
https://haldefiyat.com/fiyat/konya/seftali,0,1,1,0,18,,5.777777777777778
https://haldefiyat.com/fiyat/kocaeli/fasulye,0,1,1,0,20,,5.9
https://haldefiyat.com/urun/maydanoz,2,3,1,199,215,5.562814070351759,5.916279069767442
https://haldefiyat.com/fiyat/ankara/erik,0,1,1,0,53,,9.150943396226415
https://haldefiyat.com/firmalar/canakkale,0,1,1,49,29,7.183673469387755,7.620689655172414
https://haldefiyat.com/fiyat/istanbul/erik,0,1,1,0,31,,7.806451612903226
https://haldefiyat.com/urun/semiz-otu,0,1,1,6,9,6.5,7.333333333333333
https://haldefiyat.com/urun/havuc,2,3,1,144,166,7.402777777777778,6.933734939759036
https://haldefiyat.com/fiyat/istanbul/kayisi,0,1,1,0,21,,4.9523809523809526
https://haldefiyat.com/fiyat/kayseri/sogan-kuru,0,1,1,0,24,,5.375
https://haldefiyat.com/firmalar?page=4,0,1,1,16,21,17.25,10.333333333333334
https://haldefiyat.com/fiyat/konya/kavun,0,1,1,0,27,,4.555555555555555
https://haldefiyat.com/fiyat/denizli/seftali,0,1,1,0,11,,15.545454545454545
https://haldefiyat.com/fiyat/eskisehir/sarimsak-kuru,0,1,1,0,15,,12.4
https://haldefiyat.com/fiyat/bursa/nar,0,1,1,0,17,,7.882352941176471
https://haldefiyat.com/analiz/pamuk-fiyatlari-gecmisi-2013-2026-borsa-serisi,0,1,1,0,197,,9.842639593908629
https://haldefiyat.com/firmalar/kahramanmaras,15,16,1,323,217,6.077399380804954,6.764976958525345
https://haldefiyat.com/fiyat/denizli/domates-salcalik,0,1,1,0,62,,9.338709677419354
https://haldefiyat.com/fiyat/trabzon/uzum,0,1,1,0,12,,13.666666666666666
https://haldefiyat.com/fiyat/adana/salatalik,0,1,1,0,29,,10.89655172413793
https://haldefiyat.com/firmalar/komisyoncu,0,1,1,8,21,11.625,10.523809523809524
https://haldefiyat.com/fiyat/konya/sarimsak-kuru,0,1,1,0,22,,5.545454545454546
https://haldefiyat.com/urun/salgam,1,2,1,33,29,6.484848484848484,5.862068965517241
https://haldefiyat.com/fiyat/eskisehir/fasulye,0,1,1,0,16,,10.3125
https://haldefiyat.com/urun/domates-beef,0,1,1,30,18,25.533333333333335,18.27777777777778
https://haldefiyat.com/urun/kiraz-napolyon,0,1,1,1,11,1,4.181818181818182
https://haldefiyat.com/fiyat/izmir/seftali,0,1,1,0,27,,7.111111111111111
https://haldefiyat.com/urun/kisnis,0,1,1,4,7,1.75,5.285714285714286
https://haldefiyat.com/urun/erik-papaz,0,1,1,28,19,5.75,4.789473684210526
https://haldefiyat.com/firmalar?view=list&page=7,0,1,1,22,28,9.045454545454545,12.964285714285714
https://haldefiyat.com/urun/biber-sivri,0,1,1,175,280,7.817142857142857,6.964285714285714
https://haldefiyat.com/hal/adana-hal,0,1,1,0,344,,6.622093023255814
https://haldefiyat.com/fiyat/kutahya/sogan-kuru,0,1,1,0,11,,4.181818181818182
https://haldefiyat.com/analiz,0,1,1,54,74,5.796296296296297,6.297297297297297
https://haldefiyat.com/hal/antalya-hal-merkez,0,1,1,48,78,37.145833333333336,23.58974358974359
https://haldefiyat.com/fiyat/istanbul/sarimsak-kuru,0,1,1,0,32,,13.5625
https://haldefiyat.com/firmalar/nakliye,1,2,1,14,28,7.285714285714286,6
https://haldefiyat.com/analiz/uzum-fiyatlari-2026-sezon-analizi,0,1,1,0,18,,7.055555555555555
https://haldefiyat.com/fiyat/istanbul/elma,0,1,1,0,73,,5.123287671232877
https://haldefiyat.com/analiz/31-agustos-6-eylul-2026-haftalik-hal-raporu,0,1,1,0,13,,4.538461538461538
https://haldefiyat.com/urun/uzum-cekirdeksiz,1,2,1,147,132,7.08843537414966,6.901515151515151
https://haldefiyat.com/urun/mantar,1,2,1,46,55,7.043478260869565,6.836363636363636
https://haldefiyat.com/fiyat/konya/kayisi,0,1,1,0,9,,4.888888888888889
https://haldefiyat.com/fiyat/konya/limon,0,1,1,0,28,,5.678571428571429
https://haldefiyat.com/fiyat/kutahya/uzum,0,1,1,0,1,,6
https://haldefiyat.com/firmalar/mugla,3,4,1,114,82,9.280701754385966,8.75609756097561
https://haldefiyat.com/firmalar?view=list&page=10,0,1,1,32,18,9.9375,9.444444444444445
https://haldefiyat.com/fiyat/bursa/mandalina,0,1,1,0,32,,6.59375
https://haldefiyat.com/urun/kudret-nari,1,2,1,65,64,5.846153846153846,5.265625
https://haldefiyat.com/hal/manisa-hal,7,8,1,432,393,6.0717592592592595,6.750636132315521
https://haldefiyat.com/fiyat/izmir/kavun,0,1,1,0,60,,9.55
https://haldefiyat.com/urun/salatalik-cengelkoy,0,1,1,39,41,12.666666666666666,16.390243902439025
https://haldefiyat.com/fiyat/kayseri/domates,0,1,1,0,64,,6.90625
https://haldefiyat.com/canli-hayvan-fiyatlari,0,1,1,106,267,8.61320754716981,8.872659176029963
https://haldefiyat.com/fiyat/konya/patlican,0,1,1,0,24,,3.875
https://haldefiyat.com/fiyat/kocaeli/domates,0,1,1,0,74,,5.5675675675675675
https://haldefiyat.com/fiyat/konya/fasulye,0,1,1,0,93,,8.0752688172043
https://haldefiyat.com/urun/hindistan-cevizi,0,1,1,19,78,3.3684210526315788,5.67948717948718
https://haldefiyat.com/urun/armut-deveci,1,2,1,163,122,6.374233128834356,5.311475409836065
https://haldefiyat.com/fiyat/denizli/domates,0,1,1,0,25,,8.92
https://haldefiyat.com/fiyat/konya/domates,0,1,1,0,118,,7.110169491525424
https://haldefiyat.com/hal/finike-hal,2,3,1,53,60,6.622641509433962,6.033333333333333
https://haldefiyat.com/firmalar?view=list&page=4,0,1,1,9,7,8.11111111111111,10.285714285714286
https://haldefiyat.com/fiyat/kutahya/seftali,0,1,1,0,11,,9.545454545454545
https://haldefiyat.com/urun/kekik,31,33,2,1654,1591,6.438935912938331,6.9151477058453805
https://haldefiyat.com/firmalar?page=8,0,2,2,17,13,8.294117647058822,8.384615384615385
https://haldefiyat.com/urun/kuskonmaz,3,5,2,290,227,6.772413793103448,4.9471365638766525
https://haldefiyat.com/urun/dut,1,3,2,137,134,5.547445255474453,4.380597014925373
https://haldefiyat.com/urun/turp-kirmizi,3,5,2,91,62,5.769230769230769,4.612903225806452
https://haldefiyat.com/firmalar?city=mersin&type=komisyoncu&view=list&page=4,0,2,2,37,70,10.054054054054054,8.714285714285715
https://haldefiyat.com/firmalar/agri,2,4,2,36,54,6.833333333333333,6.851851851851852
https://haldefiyat.com/urun/roka,0,2,2,71,123,4.943661971830986,6.650406504065041
https://haldefiyat.com/fiyat/gaziantep/domates,0,2,2,0,99,,6.7272727272727275
https://haldefiyat.com/urun/sarimsak-taze,0,2,2,129,93,11.24031007751938,7.967741935483871
https://haldefiyat.com/hal/izmir-hal,21,23,2,1701,1968,8.263374485596707,7.642784552845528
https://haldefiyat.com/fiyat/konya/cilek,0,2,2,0,54,,10.981481481481481
https://haldefiyat.com/firmalar?city=antalya&page=2,0,2,2,37,14,16.945945945945944,10.142857142857142
https://haldefiyat.com/fiyat/kayseri/patlican,0,2,2,0,36,,6.138888888888889
https://haldefiyat.com/firmalar/antalya/komisyoncu,0,2,2,62,54,8.870967741935484,7.092592592592593
https://haldefiyat.com/urun/fasulye-sirik,1,3,2,19,73,4.105263157894736,5.739726027397261
https://haldefiyat.com/fiyat/adana/patlican,0,2,2,0,23,,5.086956521739131
https://haldefiyat.com/fiyat/izmir/patates,0,2,2,0,62,,8.016129032258064
https://haldefiyat.com/fiyat/istanbul/nar,0,2,2,0,131,,6.396946564885496
https://haldefiyat.com/firmalar/aydin,4,6,2,170,156,7.947058823529412,7.871794871794871
https://haldefiyat.com/firmalar?city=mersin&type=komisyoncu&page=3,0,2,2,9,35,13,8.4
https://haldefiyat.com/fiyat/konya/erik,0,2,2,0,35,,5.885714285714286
https://haldefiyat.com/urun/yaban-mersini,19,21,2,561,468,4.158645276292335,3.8076923076923075
https://haldefiyat.com/fiyatlar,19,21,2,1392,1521,15.161637931034482,12.194608809993426
https://haldefiyat.com/firmalar/kutahya,0,2,2,19,31,10.31578947368421,8.258064516129032
https://haldefiyat.com/firmalar?city=antalya&page=3,1,3,2,17,72,13.823529411764707,8.625
https://haldefiyat.com/urun/sogan-yesil,0,2,2,25,25,12.56,7.2
https://haldefiyat.com/urun/elma-golden,1,3,2,324,117,7.614197530864198,11.008547008547009
https://haldefiyat.com/firmalar/edirne,0,2,2,32,52,8.65625,9.75
https://haldefiyat.com/fiyat/istanbul/kavun,0,2,2,0,62,,9.290322580645162
https://haldefiyat.com/urun/marul-kivircik,3,5,2,214,195,6.803738317757009,5.2615384615384615
