domain,query,sample_competitor_position,sample_our_position,ahead_in_sample,competitor_url,our_gsc_position,our_gsc_impressions,target_path,action
dokuz8haber.net,bayrampaşa meyve sebze hali fiyat listesi,6,,True,https://dokuz8haber.net/istanbul-hal-fiyatlari,4.03,1249,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
dokuz8haber.net,istanbul sebze hali fiyatları,12,8,False,https://dokuz8haber.net/istanbul-hal-fiyatlari,5.24,1023,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
durumle.com,patates fiyatları,17,4,False,https://www.durumle.com/lezzetler,7.14,2639,/urun/patates,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
eataly.com.tr,limon fiyatları,16,5,False,https://www.eataly.com.tr/media/pumpt4np/pizza-e-cucina-menu.pdf,5.85,4838,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
ebelediye.kocaeli.bel.tr,kocaeli hal fiyatları,18,,True,https://ebelediye.kocaeli.bel.tr/WebForms/Haller/HalFiyatlari.aspx,3.87,1093,/hal/kocaeli-hal-merkez,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
edetv.com.tr,kahramanmaraş hal fiyatları,7,4,False,https://www.edetv.com.tr/kahramanmaras-hal-fiyatlari-2024-gunluk-sebze-ve-meyve-fiyatlari,2.89,1736,/hal/kahramanmaras-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
egetelgraf.com,adana mayer limon fiyatları,4,,True,https://www.egetelgraf.com/adanada-mayer-cinsi-limon-hasadi-basladi-fiyatlar-yuksek-seviyede,7.84,1358,/urun/limon-mayer,Mevcut Mayer sayfasında Adana veri kapsamını açıklayan içerik; yerel seri tamamlanınca şehir sayfası.
egeyonhaber.com,denizli hal fiyatları,18,6,False,https://www.egeyonhaber.com/tag/hal-fiyatlari/,3.21,1348,/hal/denizli-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
eislem.izmir.bel.tr,hal fiyatları,6,12,True,https://eislem.izmir.bel.tr/tr/HalFiyatlari/20,7.59,3139,/fiyatlar,Ana sayfa/fiyatlar sorgu sahipliğini incele; şehir bağlantıları ve son veri tarihlerini güçlendir.
eislem.izmir.bel.tr,salçalık domates fiyatları,7,,True,https://eislem.izmir.bel.tr/tr/HalFiyatlari/20,7.93,1828,/urun/domates-salcalik,"Mevcut sayfayı Rio/çeşit, hal-fabrika ayrımı ve veriye dayalı hesap örneğiyle güçlendir."
eislem.izmir.bel.tr,denizli hal fiyatları,17,6,False,https://eislem.izmir.bel.tr/tr/HalFiyatlari/20,3.21,1348,/hal/denizli-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
eislem.izmir.bel.tr,ankara hal fiyatları bugün,12,3,False,https://eislem.izmir.bel.tr/tr/HalFiyatlari/20,5.4,1226,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
ekonomigazetesi.com,soğan fiyatları,16,4,False,https://www.ekonomigazetesi.com/sektor-haberleri/bayraktar-depoda-sogan-patates-kalmadi-fiyat-yuzde-45-artti-80412,5.73,1212,/urun/sogan-kuru,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
eleman.net,istanbul hal fiyatları,7,3,False,https://www.eleman.net/is-rehberi/maaslar-ve-ucretler/meyve-sebze-istanbul-hal-fiyatlari-h20697,4.3,6157,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
eleman.net,istanbul sebze hali fiyatları,10,8,False,https://www.eleman.net/is-rehberi/maaslar-ve-ucretler/meyve-sebze-istanbul-hal-fiyatlari-h20697,5.24,1023,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
emlakkulisi.com,ankara hal fiyatları,8,10,True,https://emlakkulisi.com/guncel/ankara-hali-sebze-fiyat-listesi/1927437,4.67,2981,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
emlakkulisi.com,ankara hal fiyatları bugün,7,3,False,https://emlakkulisi.com/guncel/ankara-hali-sebze-fiyat-listesi/1927437,5.4,1226,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
emlakkulisi.com,istanbul sebze hali fiyatları,7,8,True,https://emlakkulisi.com/guncel/istanbul-hali-sebze-meyve-fiyat/1927945,5.24,1023,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
emlakkulisi.com,ankara meyve sebze hali fiyatları,11,4,False,https://emlakkulisi.com/ankara-hal-fiyatlari-2022-ankara-halinde-meyve-sebze-ve-balik-ne-kadar-iste-17-temmuz-2022-fiyat-listesi/714011,6.8,775,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
ensonhaber.com,adana mayer limon fiyatları,7,,True,https://www.ensonhaber.com/ekonomi/adanada-mayer-cinsi-limonun-hasadi-erken-basladi-fiyatlari-dusurecek-hasat,7.84,1358,/urun/limon-mayer,Mevcut Mayer sayfasında Adana veri kapsamını açıklayan içerik; yerel seri tamamlanınca şehir sayfası.
ertehaber.com,salçalık domates fiyatları,11,,True,https://ertehaber.com/Haber/salcalik-domates-fiyatlari-2-kat-artti,7.93,1828,/urun/domates-salcalik,"Mevcut sayfayı Rio/çeşit, hal-fabrika ayrımı ve veriye dayalı hesap örneğiyle güçlendir."
esiparis.ihe.istanbul,istanbul hal fiyatları,17,3,False,https://esiparis.ihe.istanbul/,4.3,6157,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
eski.konya.bel.tr,konya hal fiyatları,11,18,True,https://eski.konya.bel.tr/sayfadetay.php?sayfaID=722,2.74,1949,/hal/konya-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
eskitadinda.com,salçalık domates fiyatları,19,,True,https://www.eskitadinda.com/yerli-salcalik-petemek-domates-5-kg-p,7.93,1828,/urun/domates-salcalik,"Mevcut sayfayı Rio/çeşit, hal-fabrika ayrımı ve veriye dayalı hesap örneğiyle güçlendir."
gazetesehir.com,denizli hal fiyatları,9,6,False,https://gazetesehir.com/haber/21443227/denizlide-hal-fiyatlari-guncellendi-zam-var-mi,3.21,1348,/hal/denizli-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
gazetevatan.com,adana limon fiyatları,11,6,False,https://www.gazetevatan.com/galeri/fiyatlar-dusecek-adanada-sicak-hava-limon-hasadi-erkene-cekti-2160641,7.8,4403,/urun/limon,Adana resmi veri akışını doğrula/onar; genel fiyatı Adana fiyatı diye sunma; yerel sayfa veri kapısı sonrası.
gazetevatan.com,2026 üzüm fiyatları,6,2,False,https://www.gazetevatan.com/sehirler/manisa/kuru-uzum-fiyati-belli-oldu-alimlar-10-eylulde-basliyor-2403375,3.03,842,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
gaziantep.bel.tr,gaziantep hal fiyatları,1,4,True,https://www.gaziantep.bel.tr/tr/hal-rayic,4.62,1234,/hal/gaziantep-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
gaziantepdogus.com,gaziantep hal fiyatları,13,4,False,https://www.gaziantepdogus.com/foto-galeri/4-temmuz-gaziantep-hal-fiyatlari-aciklandi,4.62,1234,/hal/gaziantep-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
gaziantephaber.com,gaziantep hal fiyatları,7,4,False,https://www.gaziantephaber.com/gaziantep-hal-fiyatlari/12616/,4.62,1234,/hal/gaziantep-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
gaziantepolusum.com,gaziantep hal fiyatları,12,4,False,https://www.gaziantepolusum.com/haberleri/gaziantep-hal-fiyatlari,4.62,1234,/hal/gaziantep-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
gazianteppostasi.com,gaziantep hal fiyatları,10,4,False,https://www.gazianteppostasi.com/haber/gaziantep-hal-fiyatlari-05-subat-2026,4.62,1234,/hal/gaziantep-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
genccivrilgazetesi.com,denizli hal fiyatları,13,6,False,https://www.genccivrilgazetesi.com/sebze-meyve-fiyatlari-artiyor-denizlide-guncel-hal-fiyatlari,3.21,1348,/hal/denizli-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
gida.ibb.istanbul,istanbul sebze hali fiyatları,15,8,False,https://gida.ibb.istanbul/hal-mudurlugu/hal-fiyatlari.html,5.24,1023,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
gidaveri.com,üzüm fiyatları 2026,4,2,False,https://gidaveri.com/sehir/istanbul/uzum.html,3.36,1019,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
groseri.com.tr,üzüm fiyatları,19,,True,https://www.groseri.com.tr/,6.1,898,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
gtb.org.tr,gaziantep hal fiyatları,8,4,False,https://www.gtb.org.tr/gunluk-bulten,4.62,1234,/hal/gaziantep-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
guncelfiyatlari.com,istanbul hal fiyatları,13,3,False,https://www.guncelfiyatlari.com/istanbul-hal-fiyatlari/,4.3,6157,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
guncelfiyatlari.com,mersin hal fiyatları,13,9,False,https://www.guncelfiyatlari.com/mersin-hal-fiyatlari/,8.46,2051,/hal/mersin-hal,Son kaynak tarihi 22 Haziran; yeni yazıdan önce güncel resmi kaynak ve ETL sorununu çöz.
guncelfiyatlari.com,bayrampaşa hal fiyatları,19,13,False,https://www.guncelfiyatlari.com/istanbul-hal-fiyatlari/,3.96,1936,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
guncelfiyatlari.com,bayrampaşa meyve sebze hali fiyat listesi,18,,True,https://www.guncelfiyatlari.com/istanbul-hal-fiyatlari/,4.03,1249,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
guncelfiyatlari.com,istanbul hal fiyatları bugün,17,9,False,https://www.guncelfiyatlari.com/istanbul-hal-fiyatlari/,4.19,1052,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
guncelfiyatlari.com,istanbul sebze hali fiyatları,6,8,True,https://www.guncelfiyatlari.com/istanbul-hal-fiyatlari/,5.24,1023,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
gurmar.com.tr,adana limon fiyatları,20,6,False,https://www.gurmar.com.tr/,7.8,4403,/urun/limon,Adana resmi veri akışını doğrula/onar; genel fiyatı Adana fiyatı diye sunma; yerel sayfa veri kapısı sonrası.
haberankara.com,ankara hal fiyatları,11,10,False,https://www.haberankara.com/ankara/ankara-buyuksehir-belediyesi-hal-fiyatlari-belli-oldu-21-ekim-ankara-hal-meyve-sebze-fiyatlari/232898,4.67,2981,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
haberdairesi.com,konya hal fiyatları,14,18,True,https://haberdairesi.com/konya/konya-hal-fiyatlari-guncel-sebze-ve-meyve-satis-rakamlari-aciklandi-129624h,2.74,1949,/hal/konya-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
habergazetesi.com.tr,üzüm fiyatları 2026,10,2,False,https://www.habergazetesi.com.tr/sarap-fiyatlari,3.36,1019,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
haberler.com,limon piyasası,17,6,False,https://www.haberler.com/ekonomi/istanbul-da-limon-fiyatlari-10-tl-ye-dayandi-agustos-tan-itibaren-gerileme-bekleniyor-17480667-haberi/,5.64,4118,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
haberler.com,adana mayer limon fiyatları,8,,True,https://www.haberler.com/ekonomi/adana-da-limon-fiyatlari-curume-nedeniyle-yukseldi-17475317-haberi/,7.84,1358,/urun/limon-mayer,Mevcut Mayer sayfasında Adana veri kapsamını açıklayan içerik; yerel seri tamamlanınca şehir sayfası.
hakimiyet.com,konya hal fiyatları,7,18,True,https://www.hakimiyet.com/konya-hal-fiyatlari-belli-oldu/97407/,2.74,1949,/hal/konya-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
hal.gov.tr,istanbul hal fiyatları,4,3,False,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,4.3,6157,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
hal.gov.tr,hal fiyatları,2,12,True,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,7.59,3139,/fiyatlar,Ana sayfa/fiyatlar sorgu sahipliğini incele; şehir bağlantıları ve son veri tarihlerini güçlendir.
hal.gov.tr,ankara hal fiyatları,3,10,True,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,4.67,2981,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
hal.gov.tr,kayseri hal fiyatları,19,8,False,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,6.22,2306,/hal/kayseri-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
hal.gov.tr,mersin hal fiyatları,5,9,True,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,8.46,2051,/hal/mersin-hal,Son kaynak tarihi 22 Haziran; yeni yazıdan önce güncel resmi kaynak ve ETL sorununu çöz.
hal.gov.tr,konya hal fiyatları,4,18,True,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,2.74,1949,/hal/konya-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
hal.gov.tr,bursa hal fiyatları,9,11,True,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,2.85,1866,/hal/bursa-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
hal.gov.tr,bayrampaşa hal fiyatları,5,13,True,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,3.96,1936,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
hal.gov.tr,salçalık domates fiyatları,16,,True,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,7.93,1828,/urun/domates-salcalik,"Mevcut sayfayı Rio/çeşit, hal-fabrika ayrımı ve veriye dayalı hesap örneğiyle güçlendir."
hal.gov.tr,denizli hal fiyatları,4,6,True,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,3.21,1348,/hal/denizli-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
hal.gov.tr,gaziantep hal fiyatları,5,4,False,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,4.62,1234,/hal/gaziantep-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
hal.gov.tr,ankara hal fiyatları bugün,4,3,False,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,5.4,1226,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
hal.gov.tr,bayrampaşa meyve sebze hali fiyat listesi,2,,True,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,4.03,1249,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
hal.gov.tr,istanbul hal fiyatları bugün,5,9,True,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,4.19,1052,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
hal.gov.tr,kocaeli hal fiyatları,5,,True,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,3.87,1093,/hal/kocaeli-hal-merkez,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
hal.gov.tr,istanbul sebze hali fiyatları,5,8,True,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,5.24,1023,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
hal.gov.tr,ankara meyve sebze hali fiyatları,5,4,False,http://www.hal.gov.tr/Sayfalar/FiyatDetaylari.aspx,6.8,775,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
halderistanbul.org,istanbul hal fiyatları,10,3,False,https://halderistanbul.org/,4.3,6157,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
halderistanbul.org,bayrampaşa hal fiyatları,17,13,False,https://halderistanbul.org/,3.96,1936,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
halekstra.com,nar fiyatları 2026,14,2,False,https://www.halekstra.com/urun/nar-kasa-fiyati,4.26,1119,/urun/nar,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
halfiyatlari.biz,bayrampaşa hal fiyatları,7,13,True,https://halfiyatlari.biz/bayrampasa-hal-fiyatlari/,3.96,1936,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
halfiyatlari.biz,kahramanmaraş hal fiyatları,11,4,False,https://halfiyatlari.biz/kahramanmaras-hal-fiyatlari/,2.89,1736,/hal/kahramanmaras-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
halfiyatlari.co,denizli hal fiyatları,12,6,False,https://halfiyatlari.co/denizli-hal-fiyatlari,3.21,1348,/hal/denizli-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
halfiyatlari.co,kocaeli hal fiyatları,15,,True,https://halfiyatlari.co/kocaeli-hal-fiyatlari,3.87,1093,/hal/kocaeli-hal-merkez,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
halfiyatlari.tr,konya hal fiyatları,3,18,True,https://halfiyatlari.tr/konya/,2.74,1949,/hal/konya-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
halfiyatlari.tr,bursa hal fiyatları,7,11,True,https://halfiyatlari.tr/bursa/,2.85,1866,/hal/bursa-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
halfiyatlari.tr,bayrampaşa hal fiyatları,3,13,True,https://halfiyatlari.tr/istanbul/bayrampasa/,3.96,1936,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
halfiyatlari.tr,kahramanmaraş hal fiyatları,5,4,False,https://halfiyatlari.tr/kahramanmaras/,2.89,1736,/hal/kahramanmaras-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
halfiyatlari.tr,denizli hal fiyatları,5,6,True,https://halfiyatlari.tr/denizli/,3.21,1348,/hal/denizli-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
halfiyatlari.tr,ankara hal fiyatları bugün,8,3,False,https://halfiyatlari.tr/,5.4,1226,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
halfiyatlari.tr,bayrampaşa meyve sebze hali fiyat listesi,3,,True,https://halfiyatlari.tr/istanbul/bayrampasa/,4.03,1249,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
halfiyatlari.tr,istanbul hal fiyatları bugün,3,9,True,https://halfiyatlari.tr/istanbul/,4.19,1052,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
halfiyatlari.tr,kocaeli hal fiyatları,2,,True,https://halfiyatlari.tr/kocaeli/,3.87,1093,/hal/kocaeli-hal-merkez,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
halfiyatlari.tr,istanbul sebze hali fiyatları,4,8,True,https://halfiyatlari.tr/istanbul/,5.24,1023,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
halicinihat.com,ankara hal fiyatları bugün,16,3,False,https://halicinihat.com/,5.4,1226,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
halkatalogu.com,kahramanmaraş hal fiyatları,20,4,False,http://halkatalogu.com/il/kahramanmaras,2.89,1736,/hal/kahramanmaras-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
halktanpazar.com,üzüm fiyatları,9,,True,https://www.halktanpazar.com/kuru-uzum,6.1,898,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
haller.kocaeli.bel.tr,kocaeli hal fiyatları,10,,True,http://haller.kocaeli.bel.tr/,3.87,1093,/hal/kocaeli-hal-merkez,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
harmanapps.com,istanbul hal fiyatları,2,3,True,https://harmanapps.com/hal-borsa-fiyatlari/istanbul,4.3,6157,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
harmanapps.com,limon fiyatları,3,5,True,https://harmanapps.com/limon-fiyati,5.85,4838,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
harmanapps.com,limon piyasası,5,6,True,https://harmanapps.com/limon-fiyati,5.64,4118,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
harmanapps.com,adana limon fiyatları,2,6,True,https://harmanapps.com/limonmayer-fiyati/adana,7.8,4403,/urun/limon,Adana resmi veri akışını doğrula/onar; genel fiyatı Adana fiyatı diye sunma; yerel sayfa veri kapısı sonrası.
harmanapps.com,mersin limon fiyatları,2,3,True,https://harmanapps.com/limon-fiyati,6.54,3343,/piyasa/erdemli-limon,"Yerel veri akışını onar; piyasa, analiz ve ürün sayfalarının amaçlarını ve iç bağlantılarını ayır."
harmanapps.com,hal fiyatları,10,12,True,https://harmanapps.com/hal-borsa-fiyatlari,7.59,3139,/fiyatlar,Ana sayfa/fiyatlar sorgu sahipliğini incele; şehir bağlantıları ve son veri tarihlerini güçlendir.
harmanapps.com,ankara hal fiyatları,2,10,True,https://harmanapps.com/hal-borsa-fiyatlari/ankara,4.67,2981,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
harmanapps.com,patates fiyatları,7,4,False,https://harmanapps.com/patates-fiyati,7.14,2639,/urun/patates,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
harmanapps.com,kayseri hal fiyatları,3,8,True,https://harmanapps.com/hal-borsa-fiyatlari/kayseri,6.22,2306,/hal/kayseri-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
harmanapps.com,mersin hal fiyatları,1,9,True,https://harmanapps.com/hal-borsa-fiyatlari/mersin,8.46,2051,/hal/mersin-hal,Son kaynak tarihi 22 Haziran; yeni yazıdan önce güncel resmi kaynak ve ETL sorununu çöz.
harmanapps.com,konya hal fiyatları,2,18,True,https://harmanapps.com/hal-borsa-fiyatlari/konya,2.74,1949,/hal/konya-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
harmanapps.com,bursa hal fiyatları,4,11,True,https://harmanapps.com/hal-borsa-fiyatlari/bursa,2.85,1866,/hal/bursa-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
harmanapps.com,bayrampaşa hal fiyatları,1,13,True,https://harmanapps.com/hal-borsa-fiyatlari/istanbul,3.96,1936,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
harmanapps.com,salçalık domates fiyatları,3,,True,https://harmanapps.com/domates-salcalikrio-fiyati/izmir,7.93,1828,/urun/domates-salcalik,"Mevcut sayfayı Rio/çeşit, hal-fabrika ayrımı ve veriye dayalı hesap örneğiyle güçlendir."
harmanapps.com,denizli hal fiyatları,2,6,True,https://harmanapps.com/hal-borsa-fiyatlari/denizli,3.21,1348,/hal/denizli-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
harmanapps.com,adana mayer limon fiyatları,3,,True,https://harmanapps.com/limonmayer-fiyati/adana,7.84,1358,/urun/limon-mayer,Mevcut Mayer sayfasında Adana veri kapsamını açıklayan içerik; yerel seri tamamlanınca şehir sayfası.
harmanapps.com,soğan fiyatları,3,4,True,https://harmanapps.com/sogan-fiyati,5.73,1212,/urun/sogan-kuru,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
